"cutoff","lm.mape","slm.mape"
53,0.049348632245211,0.0493486322452113
54,0.0206647539810063,0.0206647539810078
55,0.0286939671981923,0.0286939671981909
56,0.0876660437404818,0.0876660437404851
57,0.0652242003162607,0.0652242003162612
58,0.0542068866953397,0.0542068866953339
59,0.0857359331160727,0.0857359331160727
60,0.0689785928063196,0.0689785928063184
61,0.0651128585766315,0.0651128585766301
62,0.0693790243287759,0.069379024328776
63,0.0744842038677435,0.0744842038677439
64,0.0719486064617677,0.0719486064617677
65,0.0794024937427604,0.0794024937427575
66,0.0900579817424216,0.0900579817424226
67,0.0850904463703945,0.085090446370395
68,0.0805386617179014,0.0805386617178972
69,0.0812514849670342,0.0812514849670332
70,0.068616404975799,0.0686164049757969
71,0.0690269281727068,0.0690269281727078
72,0.0763122650235947,0.0763122650235967
73,0.0805548282714154,0.0805548282714122
74,0.0750040707573044,0.0750040707573037
75,0.066717005028876,0.0667170050288738
76,0.0655538845741398,0.0655538845741392
77,0.065165720623521,0.0651657206235207
78,0.0638109869062122,0.06381098690621
79,0.0643102498143738,0.0643102498143734
80,0.0632951521106939,0.0632951521106919
81,0.0648673517733159,0.0648673517733157
82,0.0568296254062279,0.0568426905299496
83,0.0557666281407241,0.0557590376450195
84,0.0550158935926884,0.0549976792638759
85,0.0543375532464824,0.0542029145194746
86,0.0528252273882853,0.0528337129633103
87,0.0538131403523318,0.0538199519964792
88,0.0500226137209625,0.0501607950120687
89,0.0478231325862736,0.0479503442912883
90,0.0458382304956245,0.0461872285762386
91,0.0431202447429858,0.0436997023822378
92,0.0430482460655022,0.0438059168202617
93,0.0412207155853461,0.0425825403397375
94,0.0394636019814026,0.041550767244376
95,0.0391306650580082,0.0418602632702839
96,0.039720505007797,0.0433415889093485
97,0.0388853873037109,0.0432196220105264
98,0.0391786519248033,0.0441091706414948
99,0.0389440875352241,0.0452036177631664
100,0.0402761231181238,0.048022122922353
101,0.0403433762204191,0.049000761205909
102,0.0381972301655097,0.0483850063834497
103,0.0372265050026442,0.0478143013181797
104,0.039093536671471,0.0487403906757014
105,0.039256472603925,0.0489348071869809
106,0.0390245034673999,0.0486177429952324
107,0.0378999303019434,0.0467761728170552
108,0.0371887473706527,0.0453802359773072
109,0.0351652302949873,0.0423703555129917
110,0.0354681534205997,0.0409847208690839
111,0.0362531608560334,0.0419597249056896
112,0.0376529794360254,0.0420018805224367
113,0.0371215109538234,0.0425289355003553
114,0.0368684810327498,0.0421319332708678
115,0.0361301608957129,0.0418022333129516
116,0.035324596484259,0.0418419225699521
117,0.0366651368267967,0.0429408940623857
118,0.0370560472518857,0.0434142002467917
119,0.0368374395806876,0.04404196826342
120,0.0378033523779289,0.0448292403002975
121,0.0377329874217523,0.045031881086019
122,0.0359823537851076,0.04381764628025
123,0.0364516075299755,0.044749738843249
124,0.0367482025277963,0.044997904011978
125,0.0363986721493662,0.0452190746534237
126,0.0368249821087493,0.0457927886001581
127,0.0372795702679962,0.04597336722387
128,0.0373128185062391,0.0440393819088635
129,0.0388896717626502,0.04476018239084
130,0.0382884215208453,0.0456759907242947
131,0.0381370422585262,0.0463657173791304
132,0.0378478383172447,0.045828289387073
133,0.0388142626050156,0.0463017625718911
134,0.037754043995267,0.0455556819599402
135,0.0371268767327145,0.0438294170780472
136,0.03830772094995,0.0418061471706717
137,0.0376866564218652,0.0420377673052164
138,0.0375229145731761,0.0423941348477684
139,0.0392816015503822,0.0440248395301608
140,0.0385704942161344,0.0429756442977884
141,0.0381715277505454,0.0437943269300615
142,0.0374458957309456,0.0440778748019979
143,0.0376158758332319,0.0446611392368766
144,0.0375834335323095,0.045000405251571
145,0.038420676261308,0.04638469315309
146,0.0389109986177673,0.0470191389108834
147,0.0382610860502738,0.0471259457692072
148,0.0398974010027311,0.0482813392867725
149,0.038881462319862,0.047769355436163
150,0.0378778821751883,0.0474834016832014
151,0.0364894054638481,0.0471367875615218
152,0.0371423613748137,0.0467269962875286
153,0.0381351081357647,0.0460496722094576
154,0.0385497031006952,0.0475204225381019
155,0.0388654377051393,0.0458308606411454
156,0.0398201170710756,0.0457853909921512
157,0.0376776607211067,0.0443370959399479
158,0.0379291660735647,0.0435868037062559
159,0.0406010330486148,0.0445717743394728
160,0.0390566467508465,0.0433173838962588
161,0.0401827704943378,0.0427314360084708
162,0.0407564777799809,0.0423041754573551
163,0.0386770523119112,0.040474984890338
164,0.0369833577427257,0.037894110104606
165,0.036982885237775,0.0372229409169076
166,0.0383531284268562,0.0370913375778648
167,0.037609540759555,0.0353315394388317
168,0.035622548641791,0.0348286311932311
169,0.0350847050024475,0.0341785973976652
170,0.034587694360517,0.0341502474871944
171,0.0346172580860951,0.0345458974589658
172,0.0325098428981691,0.033644701978636
173,0.0317663702301819,0.0329723663834196
174,0.0320891563818565,0.0325073557656948
175,0.0324846767217044,0.0320739043259508
176,0.0327961808352457,0.0315699845859437
177,0.0314898569048056,0.0305003922027343
178,0.0309050509752467,0.0298234021317779
179,0.0304232351242012,0.03006419695358
180,0.0309982646158708,0.0309867704359808
181,0.031578284197453,0.032269272784331
182,0.0321031241546102,0.032286168935863
183,0.0314043887550838,0.031821574892267
184,0.0310050534354441,0.0314975678697717
185,0.0298439670652591,0.0304758899374946
186,0.0289760944991981,0.0298604847421934
187,0.0282305688097875,0.0287125202841406
188,0.028594721365106,0.0286894639339625
189,0.0295217688817443,0.0290350265749376
190,0.0285646505135486,0.0277816418868049
191,0.0283225561792838,0.0272542089393719
192,0.0273635878305713,0.0269227796796792
193,0.0270947689893343,0.0271489432602015
194,0.0272109861374016,0.0277116187525032
195,0.0280634909436881,0.0286619985106464
196,0.0282932716225031,0.0294068545405462
197,0.028391792062568,0.0300466959563353
198,0.0281227100199666,0.0304710773751331
199,0.0282419960260314,0.0308431817518084
200,0.0271192685991573,0.0306271462176068
201,0.0267007024963404,0.0303056831513166
202,0.027093105486635,0.0305856555378446
203,0.0275078369221913,0.0309001268417296
204,0.0273613492436298,0.0310984638141981
205,0.0267091982904197,0.0304293768862791
206,0.0249242525276826,0.0296078531936953
207,0.0254216053423273,0.030679000894911
208,0.0265985480973267,0.0322579095395225
209,0.0272050484898313,0.0331381749030488
210,0.0273980787005159,0.0340548870213615
211,0.0281460022122227,0.0353004387097785
212,0.0280909164391949,0.0361460037223321
213,0.0277062483696543,0.0364402075880973
214,0.0276349707665638,0.0372624403963942
215,0.0273336796524051,0.0374182735494467
216,0.0282797619364509,0.0382473774629603
217,0.02817100087374,0.0373077353364051
218,0.0282553522064919,0.0366565153579517
219,0.0281370829180284,0.0362065383590934
220,0.0284752577208844,0.0358145122520359
221,0.0284246250236933,0.034930550871251
222,0.0285799820474368,0.0351984029122421
223,0.0307221093800683,0.0365157912368059
224,0.0303292645109774,0.0372213218119462
225,0.0306181944700414,0.0380771337994702
226,0.0295743308672215,0.0377606389662723
227,0.0300327856962078,0.038604861882199
228,0.0297567952076165,0.0384081205562728
229,0.0316861125615763,0.0395002494404564
230,0.0323378698806135,0.0390491684492385
231,0.032467179805215,0.0391642834098096
232,0.032123750008682,0.0394966851609902
233,0.0300390563497308,0.0380730782971213
234,0.0290338024839391,0.0372715724775917
235,0.0277969749547308,0.0360757401301045
236,0.0293787891887553,0.0362780596850064
237,0.0310215106238952,0.0374272946587627
238,0.0319195049982196,0.0364092508626553
239,0.0316347250188077,0.0364648652189973
240,0.0295808425768767,0.0340019077836283
241,0.0280323621957938,0.0320210635295671
242,0.0278267477352699,0.0324649019085973
243,0.0282303420000162,0.0321469506003549
244,0.0305335042148119,0.0331388387435855
245,0.0326110687736275,0.0346626166846612
246,0.0319339556895201,0.0343002870537852
247,0.0306359193985821,0.0345384174188857
248,0.0290555016571442,0.033211822793727
249,0.0305454190231344,0.0333052017778397
250,0.0306243004439997,0.0343407165440453
251,0.0331817443835953,0.0356146007339885
252,0.0331009646235406,0.035032478277165
253,0.0323882989509913,0.0341361211480981
254,0.032673742226918,0.0340937943940249
255,0.0306074330032022,0.0331450543811105
256,0.0293360213810162,0.0319596792583011
257,0.0309113814227617,0.032487102695794
258,0.0325002914831162,0.0309150402376174
259,0.0339318995027627,0.0324185521285408
260,0.032889119824146,0.0323929380040529
261,0.0319524177058265,0.0312996938904364
262,0.0310255649441773,0.0310483195439412
263,0.0296579519978853,0.0311422317270319
264,0.030948560647567,0.031751427535659
265,0.0303196201968256,0.031333488684986
266,0.0314125682495376,0.0312931155424676
267,0.0311525992005616,0.0309531381723355
268,0.0302135585592289,0.0305510894604645
269,0.0304101482046685,0.0307953763390369
270,0.029915982582265,0.0315072367274454
271,0.0312858816160895,0.0324710022686313
272,0.0289345952870952,0.0292868706450277
273,0.027898382235986,0.0288012671176392
274,0.0262450186257273,0.0278340427571122
275,0.0257371626437841,0.0269173263398161
276,0.0261680127960767,0.0267324370192401
277,0.0248500923557967,0.0248112158766717
278,0.0266356519611196,0.0243088364575214
279,0.0294611425981377,0.0244847126075565
280,0.025647409269875,0.024683487266906
281,0.0253989149267703,0.024822065780191
282,0.02519924217503,0.0249994835218602
283,0.0260939280870386,0.0255266772570477
284,0.0253564630286733,0.0258768734768507
285,0.0273562578263206,0.0277883021721641
286,0.0296175014903945,0.0295221672022854
287,0.0253449933673461,0.0280085544639101
288,0.0248356347337493,0.0271733067731762
289,0.0244168081158977,0.0261893984044072
290,0.0240941039407422,0.0246994507720223
291,0.0247242291441932,0.0230758635273745
292,0.0270125545714664,0.022549633665273
293,0.0298061195594648,0.0233261850071297
294,0.0244057372580595,0.0231457633703176
295,0.0247769416041951,0.0235738201267871
296,0.0247399845650006,0.0236735073613541
297,0.0229901081350748,0.0223585706022011
298,0.0227287835877948,0.0222641456018689
299,0.0232468642363801,0.022640142491619
300,0.0239083447685992,0.022927901564409
301,0.024003925176707,0.0230421543716555
302,0.0246718142974189,0.0235512180017767
303,0.024021705873082,0.0230789065052711
304,0.0227875225197563,0.0227052003770586
