"cutoff","lm.mse","slm.mse"
67,0.291794383240088,1.1004737368898
68,0.464219004079426,0.724775893444184
69,0.456247687297216,0.604088738858307
70,0.474077749857735,0.5512054493585
71,0.628263955389624,0.518497148493705
72,0.615426342018372,0.400626004843575
73,0.578161272720771,0.363997774881146
74,0.600079134895162,0.301021922610894
75,0.57639133074692,0.265345917831333
76,0.583834223631915,0.245017845243087
77,0.575762677485217,0.245464443760406
78,0.550524437490615,0.260519192436376
79,0.537402907694914,0.278114451354029
80,0.52538536534282,0.297611539192451
81,0.516788364112043,0.307438217665763
82,0.504086389445736,0.327248258308202
83,0.489361124563145,0.354247027619185
84,0.46823884702093,0.360348711368083
85,0.452084230717267,0.362830883439477
86,0.429283148537505,0.360435248616366
87,0.402491866467808,0.355364461888588
88,0.376840011361748,0.346208492084858
89,0.35405955453686,0.337697349998183
90,0.335016140405136,0.335193586654004
91,0.310725346560712,0.326845270008687
92,0.289735930516614,0.322771533883297
93,0.268621142177701,0.311008239220102
94,0.247466806848177,0.294842287754822
95,0.227393114068365,0.27579418654725
96,0.210494137718818,0.25901643108416
97,0.197268253667422,0.243789738941779
98,0.187452518658416,0.229887666155144
99,0.179758892337019,0.221536634653554
100,0.174661940026178,0.21263377690766
101,0.170370978326176,0.208214202111846
102,0.167348755362538,0.20783550104182
103,0.161029354660977,0.197909316652572
104,0.152520718808187,0.189817645392487
105,0.158213414739693,0.185653249548536
106,0.151338539691978,0.178703006273044
107,0.143132229348416,0.172445843960538
108,0.134153394892694,0.160936573475098
109,0.127017809158898,0.153682683061054
110,0.121580679853384,0.148809861508702
111,0.12017979255198,0.145331241618109
112,0.119695814119623,0.141429141267583
113,0.121900919178146,0.13957907072488
114,0.127393711453171,0.14186254439235
115,0.128852629913604,0.142417201625836
116,0.128660049207046,0.142423411056018
117,0.128058538551103,0.142610777723718
118,0.128592966381064,0.143695387924892
119,0.125611086073061,0.146245948077606
120,0.122963478610376,0.147019346737754
121,0.123239692858774,0.151549026783684
122,0.119537710813366,0.148786969688817
123,0.122215583462338,0.151593138575352
124,0.115947189798306,0.147473574756052
125,0.110543572328821,0.143841412142446
126,0.113855972382572,0.14675889791614
127,0.110554254222184,0.14195104865326
128,0.107667069491157,0.139419072500263
129,0.115180610521834,0.146344962287639
130,0.118431425560001,0.150269186111888
131,0.117687288684296,0.15025560649116
132,0.118532356743821,0.14935826625093
133,0.124270104493253,0.154603363321092
134,0.125561369581967,0.150037233908884
135,0.119800864107478,0.144752597239496
136,0.110521620976483,0.134838387965031
137,0.111909391022986,0.13260517696049
138,0.109204205610292,0.129799921111451
139,0.108354054507547,0.125331736768163
140,0.109548135523922,0.124340077947972
141,0.107822747145764,0.126384110205107
142,0.107971488217797,0.128124214519666
143,0.107967655617935,0.129217518320318
144,0.110374977687244,0.129171005234516
145,0.110773303040014,0.128641507333411
146,0.107804110194931,0.134857405676857
147,0.107283956604465,0.13968856217375
148,0.111033685913422,0.149133229423288
149,0.113460357528276,0.15337330157011
150,0.118782844621408,0.154809462987731
151,0.122518965457903,0.159119825256664
152,0.126401708524754,0.160100661919697
153,0.123499295420911,0.158298789458832
154,0.11940950977098,0.151628577482614
155,0.115774579008466,0.149943753995647
156,0.111715275063048,0.147966121878614
157,0.1076245990563,0.141687118261711
158,0.108260000894304,0.141235803354836
159,0.120973505781615,0.147412473233117
160,0.119542294106462,0.140030273417989
161,0.118007365826837,0.132822538465971
162,0.119551645450767,0.132522356982149
163,0.121932163889276,0.128678815869508
164,0.118326128149103,0.125050449773824
165,0.117994707190435,0.118971037589065
166,0.117745242460831,0.113001839474103
167,0.115790382770797,0.108886701288406
168,0.113318673129769,0.10559405557504
169,0.114187082426728,0.101256286041167
170,0.112845967611177,0.0977759071498251
171,0.113212815681147,0.0960398333474012
172,0.110474401615064,0.0941115790567071
173,0.106838179760595,0.0941018192178409
174,0.104852623869231,0.0946103160218236
175,0.100940352953651,0.0912040536972548
176,0.0945274327547132,0.0871637877688596
177,0.0892941503260655,0.0841836871492309
178,0.0854142339044222,0.0814495164592752
179,0.0799736506772878,0.0778590776976192
180,0.0783539188710031,0.0754884092987392
181,0.0784280564828284,0.0745606550660663
182,0.0791329856610786,0.0756268371167208
183,0.0784310540705896,0.0772846660098254
184,0.080386868288576,0.0799305644110608
185,0.0822707711348448,0.0816972600073124
186,0.0818756812004308,0.0821635514679364
187,0.0748236298493349,0.0767169894735858
188,0.0722116071009413,0.0746183881682616
189,0.0705696773535602,0.0739755388647973
190,0.0692667908157983,0.07375161114337
191,0.0697682570870359,0.0741832020477788
192,0.0696958310425239,0.0739411501959868
193,0.069496218022361,0.0726494246557089
194,0.0702626318367205,0.0720231440286835
195,0.0694368742091182,0.0720819181837734
196,0.0705596052124282,0.0740192866563648
197,0.0710341820914821,0.0756859980450637
198,0.0717635426537609,0.0776281579784464
199,0.0727548908351011,0.0780204441802934
200,0.0722322176482432,0.0793539391837892
201,0.0712034625869049,0.0796422029560731
202,0.0719343276679345,0.080224667647224
203,0.0706365289233152,0.0819786919884474
204,0.06961457391551,0.0828266285868991
205,0.0693871696501992,0.083366900019457
206,0.0700289885817386,0.0853597452152091
207,0.0690274825451775,0.0864195182339372
208,0.0680037258629101,0.0871943902854272
209,0.0674799908539034,0.0877479404728943
210,0.0651419766789315,0.0858314336842451
211,0.0640283877778584,0.0866191454812182
212,0.0621956939018847,0.0856203433402703
213,0.0612747305326154,0.0850994790715745
214,0.0616875975388676,0.0867529394578832
215,0.0605408959064245,0.08692072781772
216,0.063001992231541,0.0901622831392579
217,0.0610684230676121,0.0892022107265103
218,0.0621706948809329,0.0896568927809004
219,0.0649325623247197,0.0923248890172872
220,0.0640266219567439,0.0918953569873902
221,0.0643543823159982,0.0907708300526543
222,0.0666700197880477,0.0916274712187592
223,0.0722275384714413,0.0947099777099652
224,0.0714203785252821,0.096344738696442
225,0.0727988289991214,0.0983706711255455
226,0.0791301624932294,0.098624416194293
227,0.0784324862038039,0.0999298952499566
228,0.0781406978791587,0.100896478166288
229,0.0854786791380052,0.106150560221193
230,0.0764879973441511,0.0969877091466289
231,0.0763710600615298,0.0968415645384931
232,0.0775377342858778,0.0985770581469297
233,0.076295291770682,0.0975838137949783
234,0.0735119662745438,0.0962851138767304
235,0.0688708662882637,0.0926566259312027
236,0.0660511226616916,0.0908016584179443
237,0.0665810184592444,0.091168709873008
238,0.0668641064362999,0.0908175274803044
239,0.0696431906175763,0.0892954697162427
240,0.0685349912101829,0.0868555747775957
241,0.0691264319346642,0.0846456108370981
242,0.0716884247031228,0.0848352676066345
243,0.0702813167569617,0.0807214831749627
244,0.0765463092656767,0.0798175742540036
245,0.082337798292037,0.080935641976719
